"Accepted Symbol","Synonym Symbol","Scientific Name","Invasive","C:N Ratio","Growth Rate","Height at Base Age, Maximum (feet)","Height, Mature (feet)","Leaf Retention","Nitrogen Fixation","Adapted to Coarse Textured Soils","Adapted to Medium Textured Soils","Frost Free Days, Minimum","Moisture Use","pH (Minimum)","pH (Maximum)","Precipitation (Minimum)","Precipitation (Maximum)","Root Depth, Minimum (inches)","Shade Tolerance","Temperature, Minimum (°F)","Commercial Availability","Propogated by Seed","Palatable Browse Animal"
"SADR","","Salix drummondiana","","High","Rapid","12","12","No","None","Yes","Yes","110","High","5.2","7.4","16","40","20","Intermediate","-28","Routinely Available","Yes","Medium"
"SAER","","Salix eriocephala","","","Rapid","40","52","No","None","No","Yes","95","High","4.0","7.0","20","50","20","Tolerant","-38","Routinely Available","Yes","Medium"
"SAEX","","Salix exigua","","Medium","Rapid","10","10","No","None","Yes","Yes","120","High","6.0","8.5","20","30","20","Intermediate","-38","Routinely Available","No","Low"
"SAGE2","","Salix geyeriana","","Medium","Rapid","15","15","No","None","Yes","Yes","120","High","6.5","7.5","19","69","6","Tolerant","-38","Routinely Available","Yes","High"
"SAGO","","Salix gooddingii","","High","Rapid","40","40","No","None","Yes","Yes","140","High","5.7","7.4","12","55","28","Intolerant","-23","Routinely Available","Yes","Medium"
"SAIN3","","Salix interior","","","Rapid","45","30","No","None","No","No","120","","4.0","7.8","10","70","36","Intolerant","-62","Routinely Available","Yes","Medium"
"SALU","","Salix lucida","","High","Rapid","13","13","No","None","No","Yes","80","High","5.8","7.2","30","60","10","Intermediate","-43","Routinely Available","No","Medium"
"SALUL","","Salix lucida ssp. lasiandra","","","Rapid","80","53","No","None","Yes","No","120","","6.0","7.0","16","24","36","Intolerant","-30","Routinely Available","Yes","Medium"
"SALU2","","Salix lutea","","High","Rapid","16","16","No","None","Yes","Yes","80","High","5.8","7.2","20","60","10","Intermediate","-43","Routinely Available","No","Medium"
"SAMO2","","Salix monticola","","High","Moderate","18","12","No","None","Yes","No","88","Low","5.0","7.0","8","18","36","Intolerant","-38","Routinely Available","Yes","Medium"
"SANI","","Salix nigra","","Medium","Rapid","50","100","No","None","Yes","Yes","120","High","4.8","8.0","18","80","32","Intolerant","-58","Routinely Available","No","Low"
"SAPL2","","Salix planifolia","","High","Rapid","8","8.0","No","None","Yes","Yes","80","Medium","4.5","6.0","18","60","16","Intolerant","-38","Routinely Available","No","Medium"
"SAPR3","","Salix prolixa","","High","Moderate","68","45","No","None","Yes","No","49","Low","5.0","7.0","16","86","36","Intolerant","-50","Routinely Available","Yes","Low"
"SASE10","","Salix ×sepulcralis","","High","Rapid","45","70","No","None","Yes","Yes","100","High","4.5","7.5","30","90","24","Intolerant","-23","Routinely Available","No","Low"
"SASE","","Salix sericea","","High","Rapid","12","12","No","None","Yes","Yes","165","High","5.2","7.0","32","55","18","Intermediate","-28","Routinely Available","Yes","Medium"
"SASI2","","Salix sitchensis","","High","Rapid","23","23","No","None","Yes","Yes","165","High","5.5","7.5","35","60","24","Intolerant","-18","Routinely Available","No","High"
"SANIC4","","Sambucus nigra ssp. canadensis","","High","Rapid","7","7.0","No","None","No","Yes","100","Medium","5.0","8.9","34","60","16","Intolerant","-28","Routinely Available","Yes","Medium"
"SASAD","","Sapindus saponaria var. drummondii","","High","Moderate","20","20","No","None","Yes","Yes","150","Low","7.0","8.5","10","15","12","Intolerant","-13","Routinely Available","Yes","Low"
"SAAL5","","Sassafras albidum","","High","Moderate","24","75","No","None","Yes","Yes","160","Low","4.5","7.3","30","80","18","Intolerant","-27","Routinely Available","Yes","Medium"
"SCSE6","","Scaevola sericea","FLEPPC","Medium","Moderate","10","10","Yes","None","Yes","Yes","365","Low","5.5","8.0","20","150","20","Intermediate","31","Routinely Available","Yes","Low"
"SCAR7","","Schedonorus arundinaceus","","","","","","","","","","","","","","","","","","","","",""
"SCAR7","LOAR10","Lolium arundinaceum","","Low","Rapid","","3.0","No","None","No","Yes","110","Medium","5.0","9.0","30","65","12","Intermediate","-38","Routinely Available","Yes","Low"
"SCPR4","","Schedonorus pratensis","","","","","","","","","","","","","","","","","","","","",""
"SCPR4","LOPR7","Lolium pratense","","Medium","Moderate","","2.0","No","None","No","Yes","120","Medium","5.5","8.5","33","50","12","Intermediate","-23","Routinely Available","Yes","Low"
"SCTE","","Schinus terebinthifolius","Cal-IPC, FLEPPC, HEAR, STATE","High","Moderate","15","30","Yes","None","Yes","Yes","365","High","6.5","7.5","24","40","12","Intolerant","28","Routinely Available","Yes","Low"
"SCSC","","Schizachyrium scoparium","","Medium","Moderate","","3.0","No","None","Yes","Yes","100","Low","5.0","8.4","12","45","14","Intolerant","-38","Routinely Available","Yes","Medium"
"SCSCD","","Schizachyrium scoparium var. divergens","","Medium","Rapid","","4.0","No","None","Yes","Yes","220","Medium","5.8","6.8","34","48","10","Intolerant","-3","Routinely Available","Yes","Medium"
"SCACA","","Schoenoplectus acutus var. acutus","","","Moderate","","9.8","No","None","No","Yes","110","High","5.2","8.5","12","60","14","Intolerant","-38","Routinely Available","Yes","Low"
"SCCA11","","Schoenoplectus californicus","","Medium","Moderate","","6.6","No","None","No","Yes","200","High","5.0","9.0","40","60","14","Intolerant","17","Routinely Available","Yes",""
"SCPUP5","","Schoenoplectus pungens var. pungens","","Medium","Moderate","","4.9","No","None","Yes","Yes","120","High","3.7","7.5","12","60","14","Intolerant","-38","Routinely Available","No",""
"SCTA2","","Schoenoplectus tabernaemontani","","High","Rapid","","9.0","No","None","Yes","Yes","80","High","5.4","7.5","18","55","16","Intolerant","-38","Routinely Available","Yes",""
"SCAT2","","Scirpus atrovirens","","","Moderate","","5.9","No","None","No","Yes","180","Medium","4.0","8.0","16","60","12","Intolerant","-53","Routinely Available","Yes",""
"SCCY","","Scirpus cyperinus","","","Moderate","","4.9","No","None","Yes","Yes","110","High","4.8","7.2","40","60","12","Intermediate","-33","Routinely Available","Yes",""
"SCGE2","","Scirpus georgianus","","High","Moderate","","4.5","No","None","No","Yes","80","Medium","4.5","7.0","35","55","9","Intermediate","-38","Routinely Available","Yes",""
"SCMI2","","Scirpus microcarpus","","High","Rapid","","5.5","No","None","Yes","Yes","80","Medium","5.4","7.4","12","38","12","Intolerant","-38","Routinely Available","Yes","Low"
"SCPA8","","Scirpus pallidus","","High","Rapid","","5.0","No","None","Yes","Yes","80","Medium","5.3","7.2","16","28","10","Intolerant","-38","Routinely Available","Yes","Low"
"SCPE4","","Scirpus pendulus","","High","Moderate","","4.0","No","None","Yes","Yes","80","Medium","4.9","7.0","30","55","10","Intolerant","-38","Routinely Available","Yes","Low"
"SECE","","Secale cereale","STATE, SWSS, WSWS","Medium","Rapid","","3.5","No","None","Yes","Yes","110","High","4.5","8.2","8","50","8","Intolerant","-33","Routinely Available","Yes","High"
"SEVA4","","Securigera varia","","","","","","","","","","","","","","","","","","","","",""
"SEVA4","COVA2","Coronilla varia","SEEPPC, WI","Low","Moderate","","3.0","No","Medium","Yes","Yes","130","Medium","4.8","7.8","20","65","12","Intermediate","-35","Routinely Available","Yes","High"
"SETR","","Senecio triangularis","","High","Moderate","","4.0","No","None","No","Yes","145","High","6.2","7.8","14","60","10","Intermediate","-33","Routinely Available","Yes","High"
"SEMA11","","Senna marilandica","","","Rapid","","6.6","No","Medium","Yes","Yes","160","Low","4.0","7.0","20","60","12","Intermediate","-18","Routinely Available","Yes","High"
"SESE3","","Sequoia sempervirens","","High","Rapid","60","250","Yes","None","Yes","Yes","180","Medium","5.0","7.0","20","200","40","Tolerant","7","Routinely Available","Yes","Low"
"SEGI2","","Sequoiadendron giganteum","","High","Slow","35","200","Yes","None","Yes","Yes","130","Medium","5.5","7.5","35","55","40","Intolerant","-24","Routinely Available","Yes","Low"
"SERE2","","Serenoa repens","","High","Slow","10","7.0","Yes","None","Yes","Yes","180","High","4.5","7.5","35","80","18","Tolerant","7","Routinely Available","Yes","Low"
"SEGR5","","Sesbania grandiflora","","Medium","Rapid","20","20","Yes","Medium","Yes","Yes","365","Low","5.5","7.0","30","60","24","Intermediate","49","Routinely Available","Yes","High"
"SETO3","","Sesbania tomentosa","","Low","Moderate","2","2.0","Yes","Medium","Yes","Yes","365","Medium","6.0","8.0","20","40","18","Intermediate","50","Routinely Available","No",""
"SEIT","","Setaria italica","SEEPPC","Medium","Rapid","","5.0","No","None","No","Yes","110","Low","5.3","6.9","25","60","8","Intolerant","52","Routinely Available","Yes","Medium"
"SEPU8","","Setaria pumila","SEEPPC","Medium","Rapid","","3.0","No","None","No","Yes","110","Low","5.0","7.0","25","60","8","Intolerant","52","Routinely Available","Yes","Medium"
"SEVU2","","Setaria vulpiseta","","Medium","Moderate","","3.0","No","None","No","Yes","180","Medium","6.0","8.0","12","24","18","Intermediate","-13","Routinely Available","Yes","Medium"
"SHAR","","Shepherdia argentea","","Medium","Rapid","18","18","No","Medium","Yes","Yes","110","Medium","5.3","8.0","15","20","24","Intermediate","-38","Routinely Available","Yes","Medium"
"SHCA","","Shepherdia canadensis","","Medium","Rapid","6","6.0","No","Medium","Yes","Yes","95","Medium","5.3","8.0","15","30","24","Intermediate","-63","Routinely Available","Yes","Medium"
"SINE3","","Sidalcea neomexicana","","Medium","Moderate","","2.5","No","None","No","Yes","135","High","6.2","7.8","10","28","12","Tolerant","-23","Routinely Available","Yes",""
"SIOR","","Sidalcea oregana","","Medium","Moderate","","4.5","No","None","Yes","Yes","120","High","6.4","8.0","10","28","12","Tolerant","-38","Routinely Available","Yes",""
"SIAN3","","Sisyrinchium angustifolium","","High","Moderate","","2.0","No","None","No","Yes","180","Medium","5.0","7.0","32","60","4","Intermediate","-3","Routinely Available","Yes","Low"
"SIID","","Sisyrinchium idahoense","","Medium","Moderate","","1.7","No","None","Yes","Yes","120","High","6.4","8.2","10","32","8","Tolerant","-38","Routinely Available","Yes",""
"SMWA","","Smilax walteri","","","Rapid","","1.0","Yes","None","Yes","Yes","180","High","4.0","7.0","40","60","12","Tolerant","-8","Routinely Available","Yes","High"
"SOLYL","","Solanum lycopersicum var. lycopersicum","","Medium","Rapid","","6.0","No","None","No","Yes","365","High","5.5","7.0","60","80","24","Intermediate","32","Routinely Available","Yes",""
"SOME","","Solanum melongena","","Medium","Rapid","","4.0","Yes","None","Yes","Yes","365","High","5.5","7.2","60","80","24","Intermediate","17","Routinely Available","Yes",""
"SOCA6","","Solidago canadensis","N'EAST, WSWS","High","Rapid","","3.5","No","None","Yes","Yes","80","Medium","4.8","7.5","16","60","12","Intolerant","-43","Routinely Available","Yes","Low"
"SOGI","","Solidago gigantea","","","Moderate","","8.2","No","None","No","Yes","110","Medium","4.0","8.0","14","50","16","Intermediate","-33","Routinely Available","Yes","Medium"
"SOPA2","","Solidago patula","","","Moderate","","6.6","No","None","Yes","Yes","100","High","4.5","7.0","20","60","6","Intermediate","-43","Routinely Available","Yes","Medium"
"SORU2","","Solidago rugosa","","High","Rapid","","3.3","No","None","Yes","Yes","95","Medium","5.0","7.5","24","60","12","Intermediate","-33","Routinely Available","Yes","Low"
"SOSE","","Solidago sempervirens","","Medium","Moderate","","3.5","No","None","Yes","Yes","180","Low","5.5","7.5","35","60","14","Intolerant","-13","Routinely Available","Yes","Low"
"SOCH","","Sophora chrysophylla","","Low","Moderate","40","40","Yes","Medium","Yes","Yes","350","Medium","5.5","7.5","40","150","24","Intermediate","24","Routinely Available","Yes","High"
"SOSE3","","Sophora secundiflora","","Medium","Moderate","15","15","Yes","Medium","No","Yes","200","Medium","6.0","9.5","8","24","24","Intolerant","7","Routinely Available","Yes",""
"SOAM3","","Sorbus americana","","High","Moderate","30","40","No","None","Yes","Yes","90","Medium","5.3","6.8","24","60","28","Intermediate","-38","Routinely Available","Yes","High"
"SOAU","","Sorbus aucuparia","","High","Rapid","35","40","No","None","Yes","Yes","110","Medium","5.5","7.5","28","60","28","Intermediate","-33","Routinely Available","Yes",""
"SODE3","","Sorbus decora","","High","Slow","60","40","No","None","No","No","88","Low","4.0","7.0","16","51","36","Tolerant","-50","Routinely Available","Yes","Medium"
"SONU2","","Sorghastrum nutans","SWSS","Medium","Moderate","","6.0","No","None","Yes","Yes","120","Medium","4.8","8.0","11","45","24","Intolerant","-38","Routinely Available","Yes","Medium"
"SOBI2","","Sorghum bicolor","N'EAST, NE&GP, STATE, SWSS","Low","Rapid","","4.0","No","None","Yes","Yes","90","Medium","5.5","7.5","18","60","12","Intolerant","47","Routinely Available","Yes","Medium"
"SOBIB","","Sorghum bicolor ssp. bicolor","","Low","Rapid","","8.0","No","None","Yes","Yes","60","Medium","5.5","7.5","18","60","12","Intolerant","47","Routinely Available","Yes","Medium"
"SOBID","","Sorghum bicolor ssp. drummondii","","Medium","Rapid","","2.5","No","None","Yes","Yes","90","Low","5.7","6.8","17","40","9","Intolerant","57","Routinely Available","Yes","High"
"SOHA","","Sorghum halepense","KY, N'EAST, NE&GP, SEEPPC, STATE, SWSS, WSWS","Medium","Rapid","","3.5","No","None","Yes","Yes","165","High","5.0","7.0","32","60","10","Intolerant","-13","Routinely Available","Yes","High"
"SPAM","","Sparganium americanum","","","Moderate","","3.2","No","None","Yes","Yes","95","High","4.9","7.3","35","50","8","Intermediate","-33","Routinely Available","Yes","Medium"
"SPEU","","Sparganium eurycarpum","","","Moderate","","4.9","No","None","Yes","Yes","95","High","5.0","8.5","10","50","12","Intermediate","-33","Routinely Available","Yes","Medium"
"SPAL","","Spartina alterniflora","Cal-IPC, STATE","Medium","Moderate","","3.5","No","None","Yes","Yes","140","High","5.4","7.0","40","100","12","Intolerant","-23","Routinely Available","Yes","Low"
"SPBA","","Spartina bakeri","","","Moderate","","6.6","Yes","None","Yes","Yes","280","High","5.0","8.6","50","60","12","Intolerant","17","Routinely Available","Yes","High"
"SPCY","","Spartina cynosuroides","","Medium","Moderate","","8.0","No","None","Yes","Yes","210","High","5.8","7.5","40","60","20","Intolerant","-3","Routinely Available","No","Low"
"SPGR","","Spartina gracilis","","High","Moderate","","3.0","No","None","No","Yes","90","Medium","7.0","9.5","12","30","14","Intolerant","-38","Routinely Available","Yes","Low"
"SPPA","","Spartina patens","Cal-IPC, STATE","High","Moderate","","2.0","No","None","Yes","Yes","130","High","5.5","7.5","36","65","10","Intolerant","-3","Routinely Available","No","Low"
"SPPE","","Spartina pectinata","","High","Rapid","","8.0","No","None","Yes","Yes","110","High","6.0","8.5","14","35","18","Intolerant","-38","Routinely Available","Yes","Low"
"SPSP","","Spartina spartinae","","Low","Moderate","","6.6","No","None","Yes","Yes","250","Medium","5.5","7.5","40","50","18","Intolerant","17","Routinely Available","Yes",""
"SPAL2","","Spiraea alba","","Medium","Moderate","3","3.0","No","None","Yes","Yes","110","Medium","4.3","6.8","18","55","12","Intermediate","-33","Routinely Available","Yes","Low"
"SPDO","","Spiraea douglasii","","High","Moderate","7","7.0","No","None","Yes","Yes","100","Low","5.5","7.5","16","50","16","Intolerant","-23","Routinely Available","Yes","Low"
"SPTO2","","Spiraea tomentosa","","High","Moderate","4","4.0","No","None","Yes","Yes","110","Low","4.5","7.0","30","60","14","Intolerant","-33","Routinely Available","Yes","Low"
"SPCE","","Spiranthes cernua","","Low","Moderate","","1.5","No","None","No","Yes","90","High","4.5","6.5","24","55","8","Intolerant","-38","Routinely Available","Yes",""
"SPPO","","Spirodela polyrrhiza","","Medium","Moderate","","","No","None","No","Yes","120","High","5.0","8.6","12","55","0","Intermediate","-38","Routinely Available","Yes",""
"SPMO","","Spondias mombin","","","Moderate","35","45","No","None","Yes","Yes","365","","4.8","7.9","30","120","36","Intolerant","30","Routinely Available","Yes","Medium"
"SPAI","","Sporobolus airoides","","Medium","Moderate","","3.0","No","None","Yes","Yes","136","Low","6.6","9.0","5","13","16","Intolerant","-38","Routinely Available","Yes","Low"
"SPCR","","Sporobolus cryptandrus","NE&GP","High","Moderate","","3.0","No","None","Yes","Yes","150","Low","6.6","8.0","8","16","18","Intolerant","-38","Routinely Available","Yes","Medium"
"SPHE","","Sporobolus heterolepis","","Medium","Moderate","","2.3","No","None","No","Yes","100","Low","6.0","7.2","20","35","12","Intermediate","-38","Routinely Available","Yes","Low"
"SPVI3","","Sporobolus virginicus","","High","Moderate","","2.0","Yes","None","Yes","Yes","365","Low","6.0","8.0","20","40","18","Intermediate","17","Routinely Available","No","Medium"
"STPA","","Stachys palustris","","High","Moderate","","3.0","No","None","Yes","Yes","125","High","5.7","8.0","14","55","10","Intermediate","-38","Routinely Available","Yes",""
"STTE","","Stachys tenuifolia","","High","Moderate","","25","No","None","Yes","Yes","125","High","5.7","7.4","28","55","10","Tolerant","-33","Routinely Available","Yes",""
"STSE","","Stenotaphrum secundatum","","Medium","Rapid","","0.9","No","None","No","Yes","200","High","4.8","7.5","40","60","12","Tolerant","2","Routinely Available","No","Low"
"STPE15","","Stuckenia pectinata","","","","","","","","","","","","","","","","","","","","",""
"STPE15","STPE12","Stuckenia pectinatus","","","Slow","","","No","None","Yes","Yes","125","High","6.0","8.5","12","60","0","Intolerant","-38","Routinely Available","Yes",""
"SWMA","","Swietenia macrophylla","","High","Rapid","60","60","Yes","None","No","Yes","365","Low","4.0","7.5","30","100","60","Intolerant","17","Routinely Available","Yes",""
"SWMA2","","Swietenia mahagoni","","","Rapid","82","60","No","None","Yes","Yes","365","","6.0","7.0","23","32","36","Intermediate","40","Routinely Available","Yes","Medium"
"SYAL","","Symphoricarpos albus","","Medium","Moderate","3","3.0","No","None","Yes","Yes","150","Medium","6.0","7.8","12","45","18","Intolerant","-38","Routinely Available","No","High"
"SYOC","","Symphoricarpos occidentalis","NE&GP","Medium","Moderate","3","3.0","No","None","No","Yes","110","Low","6.6","8.0","12","45","18","Intermediate","-36","Routinely Available","Yes","High"
"SYOR","","Symphoricarpos orbiculatus","","High","Moderate","2","2.0","No","None","No","Yes","130","High","5.5","7.5","15","60","18","Intermediate","-23","Routinely Available","Yes","Low"
"SYOR2","","Symphoricarpos oreophilus","","Medium","Moderate","5","5.0","No","None","No","Yes","100","Low","5.2","7.5","12","40","12","Intermediate","-33","Routinely Available","Yes","Low"
"SYCHC","","Symphyotrichum chilense var. chilense","","Medium","Slow","","3.5","No","None","No","Yes","120","Medium","5.9","8.0","10","20","10","Intermediate","-28","Routinely Available","Yes","Low"
"SYCHI","","Symphyotrichum chilense var. invenustum","","High","Moderate","","3.0","No","None","No","Yes","90","Medium","6.0","7.5","10","40","10","Intermediate","-33","Routinely Available","Yes","Low"
"SYLAL7","","Symphyotrichum lateriflorum var. lateriflorum","","Medium","Moderate","","5.0","No","None","Yes","Yes","120","Medium","5.2","7.2","26","60","10","Intolerant","-38","Routinely Available","Yes","Low"
"SYNON","","Symphyotrichum novi-belgii var. novi-belgii","","Medium","Moderate","","6.0","No","None","No","Yes","180","High","5.5","7.0","40","60","10","Intolerant","-33","Routinely Available","Yes","Low"
"SYPUP","","Symphyotrichum puniceum var. puniceum","","Medium","Slow","","8.1","No","None","No","Yes","90","High","4.5","7.5","17","25","10","Intolerant","-35","Routinely Available","Yes","Low"
"SYFO","","Symplocarpus foetidus","","","Moderate","","2.0","No","None","Yes","Yes","150","High","4.0","7.0","40","60","12","Tolerant","-33","Routinely Available","Yes",""
"SYVU","","Syringa vulgaris","","Low","Moderate","20","20","No","None","Yes","Yes","110","Medium","5.8","7.8","30","50","14","Intermediate","-38","Routinely Available","Yes","Low"
"TAIN2","","Tamarindus indica","","High","Moderate","40","50","Yes","None","No","Yes","365","Low","4.5","8.0","39","80","60","Intolerant","26","Routinely Available","Yes","High"
"TAOF","","Taraxacum officinale","KY, N'EAST, NE&GP, SWSS, WSWS","Low","Rapid","","0.5","No","None","Yes","Yes","100","Medium","4.8","7.5","12","55","6","Intermediate","-38","Routinely Available","Yes","Low"
"TAAS","","Taxodium ascendens","","High","Slow","35","100","No","None","No","Yes","140","High","5.2","7.2","40","100","36","Intermediate","7","Routinely Available","Yes","Low"
"TADI2","","Taxodium distichum","","High","Rapid","45","130","No","None","Yes","Yes","160","High","4.5","6.0","40","65","40","Intermediate","-18","Routinely Available","Yes",""
"TABA80","","Taxus baccata","","High","Slow","25","40","Yes","None","No","Yes","120","Medium","5.3","7.8","35","50","16","Tolerant","-28","Routinely Available","No","Low"
