,Accepted Symbol,Synonym Symbol,Scientific Name,Growth Habit,Invasive,Bloat,C:N Ratio,Coppice Potential,Growth Rate,"Height at Base Age, Maximum (feet)","Height, Mature (feet)",Lifespan,Nitrogen Fixation,Adapted to Coarse Textured Soils,Adapted to Medium Textured Soils,Adapted to Fine Textured Soils,Moisture Use,pH (Minimum),pH (Maximum),"Planting Density per Acre, Maximum",Precipitation (Minimum),Precipitation (Maximum),"Root Depth, Minimum (inches)",Shade Tolerance,"Temperature, Minimum (°F)",Commercial Availability,Propogated by Seed,Fodder Product,Palatable Browse Animal,Palatable Graze Animal,Protein Potential,Sheffields Aval
220,ACMI5,,Acacia microbotrya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
221,ACMI6,,Acacia microcarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
222,ACMI,,Acacia millefolia,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
223,ACMO9,,Acacia montana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
224,ACMU6,,Acacia mucronata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
225,ACMU7,,Acacia multispicata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
226,ACMU,,Acacia muricata,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
227,ACMY2,,Acacia myrtifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
228,ACNE4,,Acacia neovernicosa,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
229,ACNE8,,Acacia neriifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
230,ACNI8,,Acacia nigrescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
231,ACNI2,,Acacia nilotica,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,True
232,ACNIA3,,Acacia nilotica ssp. adstringens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
233,ACNIK2,,Acacia nilotica ssp. kraussiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
234,ACNO5,,Acacia notabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
235,ACOM,,Acacia omalophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
236,ACOS2,,Acacia oswaldii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
237,ACOX3,,Acacia oxycedrus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
238,ACPA15,,Acacia pachyceras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
239,ACPAN,,Acacia pachyceras var. najdensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
240,ACPA16,,Acacia papyrocarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
241,ACPA8,,Acacia paradoxa,Shrub,STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,False
242,ACPA81,,Acacia parramattensis,Tree,HEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,False
243,ACPA9,,Acacia parvipinnula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
244,ACPE8,,Acacia pendula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
245,ACPE9,,Acacia pennatula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
246,ACPE10,,Acacia penninervis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
247,ACPE11,,Acacia pentagona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
248,ACPI,,Acacia pinetorum,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
249,ACPO2,,Acacia podalyriifolia,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
250,ACPO3,,Acacia polyacantha,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
251,ACPOC2,,Acacia polyacantha ssp. campylacantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
252,ACPR6,,Acacia pravissima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
253,ACPR3,,Acacia prominens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
254,ACPR4,,Acacia pruinosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
255,ACPU3,,Acacia pulchella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
256,ACPY3,,Acacia pycnantha,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
257,ACPY4,,Acacia pyrifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
258,ACQU2,,Acacia quornensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
259,ACRA5,,Acacia ramulosa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
260,ACRE9,,Acacia redolens,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
261,ACRE8,,Acacia rehmanniana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
262,ACRE2,,Acacia retinodes,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
263,ACRE4,,Acacia retusa,"Tree, Shrub, Vine",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
264,ACRI10,,Acacia richii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
265,ACRI6,,Acacia rigens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
266,ACRI,,Acacia rigidula,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
267,ACRI7,,Acacia rivalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
268,ACRO5,,Acacia robusta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
269,ACRO,,Acacia roemeriana,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
270,ACRO6,,Acacia rossei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
271,ACRU11,,Acacia rubida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
272,ACRU12,,Acacia rupicola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
273,ACSA9,,Acacia saliciformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
274,ACSA10,,Acacia salicina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
275,ACSA,,Acacia saligna,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
276,ACSC2,,Acacia schaffneri,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
277,ACSCB,,Acacia schaffneri var. bravoensis,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
278,ACSCS2,,Acacia schaffneri var. schaffneri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
279,ACSC,,Acacia schottii,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
280,ACSC9,,Acacia schweinfurthii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
281,ACSC10,,Acacia sclerosperma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
282,ACSC12,,Acacia scleroxyla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
283,ACSE6,,Acacia senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
284,ACSER2,,Acacia senegal var. rostrata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
285,ACSE7,,Acacia seyal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
286,ACSI7,,Acacia sieberiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
287,ACSIW2,,Acacia sieberiana var. woodii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
288,ACSI5,,Acacia silvestris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
289,ACSO4,,Acacia sophorae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
290,ACSP9,,Acacia spectabilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
291,ACSP4,,Acacia sphaerocephala,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
292,ACST5,,Acacia stenophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
293,ACST8,,Acacia stowardii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
294,ACST6,,Acacia stricta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
295,ACSU9,,Acacia suaveolens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
296,ACSU11,,Acacia sublanata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
297,ACSU10,,Acacia subulata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
298,ACSW2,,Acacia swazica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
299,ACTE9,,Acacia terminalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
300,ACTE8,,Acacia tetragonophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
301,ACTO6,,Acacia tortilis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
302,ACTOH2,,Acacia tortilis ssp. heteracantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
303,ACTOS2,,Acacia tortilis ssp. spirocarpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
304,ACTO,,Acacia tortuosa,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
305,ACTR6,,Acacia trineura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
306,ACUL2,,Acacia ulicifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
307,ACUN2,,Acacia uncinata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
308,ACUN3,,Acacia undulifolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
309,ACUR2,,Acacia urophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
310,ACVE5,,Acacia verniciflua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
311,ACVE2,,Acacia verticillata,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
312,ACVI7,,Acacia victoriae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
313,ACVI9,,Acacia viscidula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
314,ACVI10,,Acacia visco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
315,ACVO,,Acacia vogeliana,"Shrub, Tree, Vine",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
316,ACWA3,,Acacia wattsiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
317,ACWI2,,Acacia willardiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
318,ACXA3,,Acacia xanthophloea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
319,ACAEN,,Acaena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
320,ACEX,,Acaena exigua,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
321,ACMY3,,Acaena myriophylla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
322,ACNO7,,Acaena novae-zelandiae,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
323,ACPA14,,Acaena pallida,Forb/herb,STATE,,,,,,,,,,,,,,,,,,,,,,,,,,,False
324,ACPI3,,Acaena pinnatifida,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
325,ACPIC2,,Acaena pinnatifida var. californica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
326,ACALY,,Acalypha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
327,ACAL2,,Acalypha alopecuroidea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
328,ACAM2,,Acalypha amentacea,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
329,ACAMW,,Acalypha amentacea ssp. wilkesiana,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
330,ACAR16,,Acalypha arvensis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
331,ACAU6,,Acalypha australis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
332,ACBE2,,Acalypha berteriana,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
333,ACBI3,,Acalypha bisetosa,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
334,ACCA3,,Acalypha californica,"Shrub, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
335,ACCH2,,Acalypha chamaedryfolia,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
336,ACDE4,,Acalypha deamii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
337,ACGR2,,Acalypha gracilens,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
338,ACHI2,,Acalypha hispida,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
339,ACIN12,,Acalypha indica,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
340,ACME7,,Acalypha mexicana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
341,ACMO4,,Acalypha monococca,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
342,ACMO,,Acalypha monostachya,"Subshrub, Forb/herb",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
343,ACNE,,Acalypha neomexicana,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
344,ACOS,,Acalypha ostryifolia,Forb/herb,"KY, SWSS",,,,,,,,,,,,,,,,,,,,,,,,,,,False
345,ACPH3,,Acalypha phleoides,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
346,ACPO,,Acalypha poiretii,"Forb/herb, Subshrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
347,ACPO4,,Acalypha portoricensis,Shrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
348,ACRA,,Acalypha radians,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
349,ACRH,,Acalypha rhomboidea,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
350,ACSE,,Acalypha setosa,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
351,ACVI,,Acalypha virginica,Forb/herb,"N'EAST, SWSS",None,High,No,Rapid,,3.0,,None,No,Yes,No,Medium,5.9,7.0,4800.0,13.0,60.0,6.0,Intermediate,33.0,No Known Source,Yes,No,Low,Low,Low,False
352,ACAMP,,Acamptopappus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
353,ACSH,,Acamptopappus shockleyi,Subshrub,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
354,ACSP,,Acamptopappus sphaerocephalus,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
355,ACSPH,,Acamptopappus sphaerocephalus var. hirtellus,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
356,ACSPS2,,Acamptopappus sphaerocephalus var. sphaerocephalus,"Subshrub, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
357,ACANT6,,Acanthocereus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
358,ACTE4,,Acanthocereus tetragonus,"Vine, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,False
359,ACANT2,,Acanthomintha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
360,ACDU2,,Acanthomintha duttonii,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
361,ACIL,,Acanthomintha ilicifolia,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
362,ACLA2,,Acanthomintha lanceolata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
363,ACOB,,Acanthomintha obovata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
364,ACOBC,,Acanthomintha obovata ssp. cordata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
365,ACOBO,,Acanthomintha obovata ssp. obovata,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
366,ACANT3,,Acanthospermum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
367,ACAU2,,Acanthospermum australe,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
368,ACHI,,Acanthospermum hispidum,Forb/herb,SWSS,,,,,,,,,,,,,,,,,,,,,,,,,,,False
369,ACHU,,Acanthospermum humile,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
370,ACANT7,,Acanthus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
371,ACEB3,,Acanthus ebracteatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
372,ACMO8,,Acanthus mollis,Forb/herb,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
373,ACPO10,,Acanthus polystachyus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
374,ACPOP,,Acanthus polystachyus var. pseudopubescens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
375,ACSP7,,Acanthus spinosus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
376,ACSY,,Acanthus syriacus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
377,ACARO2,,Acarospora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
378,ACAE,,Acarospora aeruginosa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
379,ACAL13,,Acarospora albomarginata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
380,ACAM5,,Acarospora americana,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
381,ACAM7,,Acarospora amphibola,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
382,ACAP,,Acarospora applanata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
383,ACAR8,,Acarospora arenacea,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
384,ACAR9,,Acarospora arenosa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
385,ACAS3,,Acarospora asahinae,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
386,ACAS4,,Acarospora asperata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
387,ACBA4,,Acarospora badiofusca,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
388,ACBU2,,Acarospora bullata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
389,ACCA14,,Acarospora caesiofusca,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
390,ACCA15,,Acarospora californica,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
391,ACCA16,,Acarospora canadensis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
392,ACCA17,,Acarospora carnegiei,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
393,ACCE,,Acarospora cervina,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
394,ACCI2,,Acarospora cinereoalba,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
395,ACCI4,,Acarospora citrina,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
396,ACCL6,,Acarospora clauzadeana,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
397,ACCO10,,Acarospora coloradiana,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
398,ACCO11,,Acarospora complanata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
399,ACDE9,,Acarospora desolata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
400,ACDI4,,Acarospora dispersa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
401,ACEL2,,Acarospora elevata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
402,ACFU2,,Acarospora fuscata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
403,ACFU3,,Acarospora fuscescens,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
404,ACGA2,,Acarospora gallica,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
405,ACGE4,,Acarospora geogena,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
406,ACGL2,,Acarospora glaucocarpa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
407,ACHA3,,Acarospora hassei,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
408,ACHE6,,Acarospora heppii,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
409,ACHE7,,Acarospora heufleriana,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
410,ACHI6,,Acarospora hilaris,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
411,ACIM2,,Acarospora immersa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
412,ACIM3,,Acarospora impressula,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
413,ACIN5,,Acarospora instrata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
414,ACIN6,,Acarospora interjecta,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
415,ACIN7,,Acarospora interposita,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
416,ACIN8,,Acarospora interspersa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
417,ACMA10,,Acarospora macrospora,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
418,ACMO6,,Acarospora molybdina,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
419,ACNE7,,Acarospora nevadensis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
420,ACNI6,,Acarospora nigromarginata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
421,ACNI7,,Acarospora nitida,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
422,ACNO6,,Acarospora nodulosa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
423,ACNON,,Acarospora nodulosa var. nodulosa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
424,ACOB4,,Acarospora obnubila,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
425,ACOB5,,Acarospora obpallens,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
426,ACOL,,Acarospora oligospora,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
427,ACPA7,,Acarospora particularis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
428,ACPE6,,Acarospora peliscypha,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
429,ACPE7,,Acarospora peltastica,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
430,ACPY2,,Acarospora pyrenopsoides,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
431,ACRA4,,Acarospora radicata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
432,ACRE7,,Acarospora reagens,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
433,ACRU5,,Acarospora rugulosa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
434,ACSA6,,Acarospora saepincola,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
435,ACSC4,,Acarospora scabrida,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
436,ACSC5,,Acarospora schleicheri,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
437,ACSC6,,Acarospora scotica,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
438,ACSI4,,Acarospora sinopica,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
439,ACSM2,,Acarospora smaragdula,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
440,ACSO2,,Acarospora socialis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
441,ACSP6,,Acarospora sparsa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
442,ACST2,,Acarospora stapfiana,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
443,ACST3,,Acarospora strigata,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
444,ACSU5,,Acarospora succedens,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
445,ACSU6,,Acarospora superfusa,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
446,ACTE5,,Acarospora tenebrica,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
447,ACTE6,,Acarospora terricola,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
448,ACTH4,,Acarospora thamnina,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
449,ACTH5,,Acarospora thelococcoides,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
450,ACTH6,,Acarospora thermophila,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
451,ACTO4,,Acarospora tongleti,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
452,ACTU2,,Acarospora tucsonensis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
453,ACUT,,Acarospora utahensis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
454,ACVE4,,Acarospora veronensis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
455,ACWA2,,Acarospora washingtonensis,Lichenous,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
456,ACAUL,,Acaulon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
457,ACMU5,,Acaulon muticum,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
458,ACMUM,,Acaulon muticum var. muticum,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
459,ACMUR,,Acaulon muticum var. rufescens,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
460,ACSC8,,Acaulon schimperianum,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
461,ACTR4,,Acaulon triquetrum,Nonvascular,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
462,ACER,,Acer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
463,ACBU4,,Acer buergerianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
464,ACCA5,,Acer campestre,"Tree, Shrub",,,,,,,,,,,,,,,,,,,,,,,,,,,,True
465,ACCI,,Acer circinatum,"Tree, Shrub, Vine",,None,High,No,Moderate,15.0,20.0,Long,None,Yes,Yes,Yes,Medium,5.5,7.5,1100.0,24.0,80.0,24.0,Tolerant,-13.0,No Known Source,Yes,No,Medium,,,True
466,ACCI5,,Acer cissifolium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
467,ACDI12,,Acer diabolicum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
468,ACFL,,Acer floridanum,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
469,ACFR,,Acer ×freemanii,Tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,False
470,ACGI,,Acer ginnala,"Tree, Shrub",WI,None,High,No,Rapid,15.0,20.0,Moderate,None,Yes,Yes,No,Medium,6.1,7.5,700.0,30.0,60.0,24.0,Intermediate,-38.0,Routinely Available,Yes,No,Low,Low,,False
471,ACGL,,Acer glabrum,"Tree, Shrub",,None,High,No,Rapid,15.0,30.0,Moderate,None,Yes,Yes,No,Low,5.8,7.5,1200.0,9.0,60.0,24.0,Intermediate,-43.0,Routinely Available,Yes,No,Medium,Low,,True
